,Year,State,Source,Gen MWh
35904,2011,KY,Petroleum,1734949
35905,2011,KY,Wood and Wood Derived Fuels,341272
35920,2011,LA,Total,105490736
35921,2011,LA,Coal,24627519
35922,2011,LA,Hydroelectric Conventional,1044019
35923,2011,LA,Natural Gas,54322464
35924,2011,LA,Nuclear,16614975
35925,2011,LA,Other,439569
35926,2011,LA,Other Biomass,71093
35927,2011,LA,Other Gases,1292181
35928,2011,LA,Petroleum,4707476
35929,2011,LA,Wood and Wood Derived Fuels,2371437
35955,2011,MA,Total,38054820
35956,2011,MA,Coal,4058807
35957,2011,MA,Hydroelectric Conventional,1148761
35958,2011,MA,Natural Gas,25939672
35959,2011,MA,Nuclear,5085220
35960,2011,MA,Other,859514
35961,2011,MA,Other Biomass,1039129
35962,2011,MA,Petroleum,196502
35963,2011,MA,Pumped Storage,-440231
35964,2011,MA,Solar Thermal and Photovoltaic,4764
35965,2011,MA,Wind,61384
35966,2011,MA,Wood and Wood Derived Fuels,101294
36001,2011,MD,Total,41818068
36002,2011,MD,Coal,21058936
36003,2011,MD,Hydroelectric Conventional,2547123
36004,2011,MD,Natural Gas,2310660
36005,2011,MD,Nuclear,14397437
36006,2011,MD,Other,298563
36007,2011,MD,Other Biomass,379889
36008,2011,MD,Other Gases,154640
36009,2011,MD,Petroleum,228966
36010,2011,MD,Solar Thermal and Photovoltaic,2706
36011,2011,MD,Wind,270713
36012,2011,MD,Wood and Wood Derived Fuels,168432
36048,2011,ME,Total,15973688
36049,2011,ME,Coal,55166
36050,2011,ME,Hydroelectric Conventional,3978977
36051,2011,ME,Natural Gas,6876831
36052,2011,ME,Other,390453
36053,2011,ME,Other Biomass,276636
36054,2011,ME,Petroleum,177564
36055,2011,ME,Wind,706639
36056,2011,ME,Wood and Wood Derived Fuels,3511417
36087,2011,MI,Total,109169506
36088,2011,MI,Coal,58948269
36089,2011,MI,Hydroelectric Conventional,1357308
36090,2011,MI,Natural Gas,12982053
36091,2011,MI,Nuclear,32889467
36092,2011,MI,Other,363156
36093,2011,MI,Other Biomass,827243
36094,2011,MI,Other Gases,269175
36095,2011,MI,Petroleum,342769
36096,2011,MI,Pumped Storage,-945017
36097,2011,MI,Wind,456474
36098,2011,MI,Wood and Wood Derived Fuels,1678606
36145,2011,MN,Total,53120061
36146,2011,MN,Coal,28258625
36147,2011,MN,Hydroelectric Conventional,746148
36148,2011,MN,Natural Gas,3350773
36149,2011,MN,Nuclear,11958525
36150,2011,MN,Other,361970
36151,2011,MN,Other Biomass,932205
36152,2011,MN,Other Gases,0
36153,2011,MN,Petroleum,37907
36154,2011,MN,Wind,6725695
36155,2011,MN,Wood and Wood Derived Fuels,748210
36194,2011,MO,Total,94876396
36195,2011,MO,Coal,78315850
36196,2011,MO,Hydroelectric Conventional,1185144
36197,2011,MO,Natural Gas,4548229
36198,2011,MO,Nuclear,9371323
36199,2011,MO,Other,21386
36200,2011,MO,Other Biomass,62146
36201,2011,MO,Petroleum,79804
36202,2011,MO,Pumped Storage,114254
36203,2011,MO,Wind,1178212
36204,2011,MO,Wood and Wood Derived Fuels,46
36232,2011,MS,Total,51570942
36233,2011,MS,Coal,9723110
36234,2011,MS,Natural Gas,29965608
36235,2011,MS,Nuclear,10336789
36236,2011,MS,Other,3016
36237,2011,MS,Other Biomass,3297
36238,2011,MS,Petroleum,36341
36239,2011,MS,Wood and Wood Derived Fuels,1502779
36262,2011,MT,Total,30128542
36263,2011,MT,Coal,15055722
36264,2011,MT,Hydroelectric Conventional,12595881
36265,2011,MT,Natural Gas,418192
36266,2011,MT,Other,332933
36267,2011,MT,Other Gases,19
36268,2011,MT,Petroleum,460626
36269,2011,MT,Wind,1265167
36291,2011,NC,Total,118389854
36292,2011,NC,Coal,59758357
36293,2011,NC,Hydroelectric Conventional,3893396
36294,2011,NC,Natural Gas,11155211
36295,2011,NC,Nuclear,40526834
36296,2011,NC,Other,492936
36297,2011,NC,Other Biomass,375213
36298,2011,NC,Petroleum,217635
36299,2011,NC,Pumped Storage,0
36300,2011,NC,Solar Thermal and Photovoltaic,17380
36301,2011,NC,Wood and Wood Derived Fuels,1952890
36339,2011,ND,Total,35079900
36340,2011,ND,Coal,27108926
36341,2011,ND,Hydroelectric Conventional,2580042
36342,2011,ND,Natural Gas,19902
36343,2011,ND,Other,44298
36344,2011,ND,Other Biomass,9862
36345,2011,ND,Other Gases,39159
36346,2011,ND,Petroleum,42118
36347,2011,ND,Wind,5235590
36365,2011,NE,Total,36095051
36366,2011,NE,Coal,25965242
36367,2011,NE,Hydroelectric Conventional,1617228
36368,2011,NE,Natural Gas,425894
36369,2011,NE,Nuclear,6933174
36370,2011,NE,Other Biomass,65419
36371,2011,NE,Petroleum,37206
36372,2011,NE,Wind,1050885
36389,2011,NH,Total,20065941
36390,2011,NH,Coal,2208203
36391,2011,NH,Hydroelectric Conventional,1604811
36392,2011,NH,Natural Gas,6657569
36393,2011,NH,Nuclear,8362807
36394,2011,NH,Other,63821
36395,2011,NH,Other Biomass,108059
36396,2011,NH,Petroleum,77505
36397,2011,NH,Wind,66092
36398,2011,NH,Wood and Wood Derived Fuels,917071
36422,2011,NJ,Total,64694095
36423,2011,NJ,Coal,4155097
36424,2011,NJ,Hydroelectric Conventional,24407
36425,2011,NJ,Natural Gas,25201074
36426,2011,NJ,Nuclear,33606447
36427,2011,NJ,Other,643573
36428,2011,NJ,Other Biomass,876111
36429,2011,NJ,Other Gases,139175
36430,2011,NJ,Petroleum,165587
36431,2011,NJ,Pumped Storage,-196778
36432,2011,NJ,Solar Thermal and Photovoltaic,68877
36433,2011,NJ,Wind,10523
36467,2011,NM,Total,38181139
36468,2011,NM,Coal,27140863
36469,2011,NM,Hydroelectric Conventional,194766
36470,2011,NM,Natural Gas,8565983
36471,2011,NM,Other Biomass,9426
36472,2011,NM,Petroleum,37800
36473,2011,NM,Solar Thermal and Photovoltaic,127802
36474,2011,NM,Wind,2104497
36494,2011,NV,Total,31935917
36495,2011,NV,Coal,5407304
36496,2011,NV,Geothermal,2146119
36497,2011,NV,Hydroelectric Conventional,2190583
36498,2011,NV,Natural Gas,21841396
36499,2011,NV,Other,37817
36500,2011,NV,Other Gases,7260
36501,2011,NV,Petroleum,14212
36502,2011,NV,Solar Thermal and Photovoltaic,291224
36503,2011,NV,Wood and Wood Derived Fuels,0
36528,2011,NY,Total,137480346
36529,2011,NY,Coal,9426160
36530,2011,NY,Hydroelectric Conventional,27996987
36531,2011,NY,Natural Gas,50804754
36532,2011,NY,Nuclear,42695009
36533,2011,NY,Other,905187
36534,2011,NY,Other Biomass,1619149
36535,2011,NY,Petroleum,1189480
36536,2011,NY,Pumped Storage,-433021
36537,2011,NY,Solar Thermal and Photovoltaic,6443
36538,2011,NY,Wind,2828069
36539,2011,NY,Wood and Wood Derived Fuels,442127
36577,2011,OH,Total,135585804
36578,2011,OH,Coal,105336957
36579,2011,OH,Hydroelectric Conventional,383655
36580,2011,OH,Natural Gas,12337577
36581,2011,OH,Nuclear,14889746
36582,2011,OH,Other,10002
36583,2011,OH,Other Biomass,331755
36584,2011,OH,Other Gases,303742
36585,2011,OH,Petroleum,1388432
36586,2011,OH,Solar Thermal and Photovoltaic,15495
36587,2011,OH,Wind,198443
36588,2011,OH,Wood and Wood Derived Fuels,389997
36623,2011,OK,Total,74605713
36624,2011,OK,Coal,34478947
36625,2011,OK,Hydroelectric Conventional,1506941
36626,2011,OK,Natural Gas,32836700
36627,2011,OK,Other,1540
36628,2011,OK,Other Biomass,87242
36629,2011,OK,Petroleum,15548
36630,2011,OK,Pumped Storage,-153195
36631,2011,OK,Wind,5605265
36632,2011,OK,Wood and Wood Derived Fuels,226724
36658,2011,OR,Total,59695164
36659,2011,OR,Coal,3333516
36660,2011,OR,Hydroelectric Conventional,42314821
36661,2011,OR,Natural Gas,8497729
36662,2011,OR,Other,51325
36663,2011,OR,Other Biomass,222255
36664,2011,OR,Petroleum,7953
36665,2011,OR,Solar Thermal and Photovoltaic,90
36666,2011,OR,Wind,4775374
36667,2011,OR,Wood and Wood Derived Fuels,492098
36695,2011,PA,Total,227314722
36696,2011,PA,Coal,100603081
36697,2011,PA,Hydroelectric Conventional,3217216
36698,2011,PA,Natural Gas,41792164
36699,2011,PA,Nuclear,76146617
36700,2011,PA,Other,892525
36701,2011,PA,Other Biomass,1653445
36702,2011,PA,Other Gases,616163
36703,2011,PA,Petroleum,441724
36704,2011,PA,Pumped Storage,-493760
36705,2011,PA,Solar Thermal and Photovoltaic,23144
36706,2011,PA,Wind,1794465
36707,2011,PA,Wood and Wood Derived Fuels,627935
36748,2011,RI,Total,8722272
36749,2011,RI,Hydroelectric Conventional,7411
36750,2011,RI,Natural Gas,8570904
36751,2011,RI,Other Biomass,127405
36752,2011,RI,Petroleum,13640
36753,2011,RI,Wind,2912
36765,2011,SC,Total,102972567
36766,2011,SC,Coal,34168548
36767,2011,SC,Hydroelectric Conventional,1554181
36768,2011,SC,Natural Gas,12936342
36769,2011,SC,Nuclear,52902576
36770,2011,SC,Other,60335
36771,2011,SC,Other Biomass,141094
36772,2011,SC,Petroleum,111558
36773,2011,SC,Pumped Storage,-890143
36774,2011,SC,Wood and Wood Derived Fuels,1988074
36804,2011,SD,Total,11998885
36805,2011,SD,Coal,2585565
36806,2011,SD,Hydroelectric Conventional,6608164
36807,2011,SD,Natural Gas,129313
36808,2011,SD,Other,0
36809,2011,SD,Other Biomass,0
36810,2011,SD,Petroleum,7543
36811,2011,SD,Wind,2668300
36825,2011,TN,Total,81103862
36826,2011,TN,Coal,40777224
36827,2011,TN,Hydroelectric Conventional,9575639
36828,2011,TN,Natural Gas,3259358
36829,2011,TN,Nuclear,26919177
36830,2011,TN,Other,1102
36831,2011,TN,Other Biomass,36179
36832,2011,TN,Other Gases,16689
36833,2011,TN,Petroleum,195261
36834,2011,TN,Pumped Storage,-660367
36835,2011,TN,Wind,53143
36836,2011,TN,Wood and Wood Derived Fuels,930453
36860,2011,TX,Total,435476923
36861,2011,TX,Coal,157896535
36862,2011,TX,Hydroelectric Conventional,563053
36863,2011,TX,Natural Gas,200500148
36864,2011,TX,Nuclear,39648457
36865,2011,TX,Other,318950
36866,2011,TX,Other Biomass,678126
36867,2011,TX,Other Gases,3389839
36868,2011,TX,Petroleum,976805
36869,2011,TX,Solar Thermal and Photovoltaic,28639
36870,2011,TX,Wind,30548087
36871,2011,TX,Wood and Wood Derived Fuels,928280
36977,2011,UT,Total,40836150
36978,2011,UT,Coal,33137663
36979,2011,UT,Geothermal,330188
36980,2011,UT,Hydroelectric Conventional,1230165
36981,2011,UT,Natural Gas,5256046
36982,2011,UT,Other,164703
36983,2011,UT,Other Biomass,58006
36984,2011,UT,Other Gases,32638
36985,2011,UT,Petroleum,53949
36986,2011,UT,Wind,572790
37013,2011,VA,Total,66670859
37014,2011,VA,Coal,19881113
37015,2011,VA,Hydroelectric Conventional,1210389
37016,2011,VA,Natural Gas,18332373
37017,2011,VA,Nuclear,25547997
37018,2011,VA,Other,470238
37019,2011,VA,Other Biomass,789637
37020,2011,VA,Petroleum,502646
37021,2011,VA,Pumped Storage,-1469539
37022,2011,VA,Wood and Wood Derived Fuels,1406002
37057,2011,VT,Total,6776218
37058,2011,VT,Hydroelectric Conventional,1424733
37059,2011,VT,Natural Gas,3277
37060,2011,VT,Nuclear,4907355
37061,2011,VT,Other Biomass,25448
37062,2011,VT,Petroleum,8157
37063,2011,VT,Solar Thermal and Photovoltaic,1815
37064,2011,VT,Wind,33185
37065,2011,VT,Wood and Wood Derived Fuels,372247
37084,2011,WA,Total,115262600
37085,2011,WA,Coal,5228585
37086,2011,WA,Hydroelectric Conventional,91817701
37087,2011,WA,Natural Gas,4849507
37088,2011,WA,Nuclear,4806278
37089,2011,WA,Other,159914
37090,2011,WA,Other Biomass,168871
37091,2011,WA,Other Gases,297208
37092,2011,WA,Petroleum,37147
37093,2011,WA,Pumped Storage,51916
37094,2011,WA,Solar Thermal and Photovoltaic,840
37095,2011,WA,Wind,6262380
37096,2011,WA,Wood and Wood Derived Fuels,1582250
37130,2011,WI,Total,63289343
37131,2011,WI,Coal,39937737
37132,2011,WI,Hydroelectric Conventional,2146909
37133,2011,WI,Natural Gas,6243336
37134,2011,WI,Nuclear,11559781
37135,2011,WI,Other,54209
37136,2011,WI,Other Biomass,545412
37137,2011,WI,Petroleum,582358
37138,2011,WI,Wind,1187730
37139,2011,WI,Wood and Wood Derived Fuels,1031868
37179,2011,WV,Total,78999623
37180,2011,WV,Coal,75964107
37181,2011,WV,Hydroelectric Conventional,1453109
37182,2011,WV,Natural Gas,251464
37183,2011,WV,Other,44
37184,2011,WV,Other Biomass,9191
37185,2011,WV,Other Gases,30477
37186,2011,WV,Petroleum,188481
37187,2011,WV,Wind,1102512
37188,2011,WV,Wood and Wood Derived Fuels,235
37214,2011,WY,Total,47638470
37215,2011,WY,Coal,40961448
37216,2011,WY,Hydroelectric Conventional,1223730
37217,2011,WY,Natural Gas,458930
37218,2011,WY,Other,62106
37219,2011,WY,Other Gases,264936
37220,2011,WY,Petroleum,55450
37221,2011,WY,Wind,4611868
37239,2012,AK,Total,6946419
37240,2012,AK,Coal,684959
37241,2012,AK,Hydroelectric Conventional,1575045
37242,2012,AK,Natural Gas,3606037
37243,2012,AK,Other Gases,2658
37244,2012,AK,Other,0
37245,2012,AK,Petroleum,1037762
37246,2012,AK,Other Biomass,2565
37247,2012,AK,Wind,37392
37270,2012,AL,Total,152878688
37271,2012,AL,Coal,45606920
37272,2012,AL,Hydroelectric Conventional,7435223
37273,2012,AL,Natural Gas,55705000
37274,2012,AL,Nuclear,40841212
37275,2012,AL,Other Gases,177652
37276,2012,AL,Other,226543
37277,2012,AL,Petroleum,109583
37278,2012,AL,Other Biomass,7789
37279,2012,AL,Wood and Wood Derived Fuels,2768765
37304,2012,AR,Total,65005678
37305,2012,AR,Coal,28430930
37306,2012,AR,Pumped Storage,42410
37307,2012,AR,Hydroelectric Conventional,2198472
37308,2012,AR,Natural Gas,17117413
37309,2012,AR,Nuclear,15493131
37310,2012,AR,Other,30392
37311,2012,AR,Petroleum,32560
37312,2012,AR,Other Biomass,70479
37313,2012,AR,Wood and Wood Derived Fuels,1589891
37340,2012,AZ,Total,110904994
37341,2012,AZ,Coal,40115665
37342,2012,AZ,Pumped Storage,79445
37343,2012,AZ,Hydroelectric Conventional,6716934
37344,2012,AZ,Natural Gas,30295010
37345,2012,AZ,Nuclear,31933916
37346,2012,AZ,Other,24459
37347,2012,AZ,Petroleum,41912
37348,2012,AZ,Solar Thermal and Photovoltaic,955443
37349,2012,AZ,Other Biomass,53872
37350,2012,AZ,Wind,531640
37351,2012,AZ,Wood and Wood Derived Fuels,156697
37379,2012,CA,Total,199518567
37380,2012,CA,Coal,1375083
37381,2012,CA,Geothermal,12518999
37382,2012,CA,Pumped Storage,574859
37383,2012,CA,Hydroelectric Conventional,26837370
37384,2012,CA,Natural Gas,119668329
37385,2012,CA,Nuclear,18507408
37386,2012,CA,Other Gases,1484164
37387,2012,CA,Other,814686
37388,2012,CA,Petroleum,289823
37389,2012,CA,Solar Thermal and Photovoltaic,1382300
37390,2012,CA,Other Biomass,2513721
37391,2012,CA,Wind,9754230
37392,2012,CA,Wood and Wood Derived Fuels,3797596
37441,2012,CO,Total,52556701
37442,2012,CO,Coal,34521020
37443,2012,CO,Pumped Storage,-244468
37444,2012,CO,Hydroelectric Conventional,1497209
37445,2012,CO,Natural Gas,10524445
37446,2012,CO,Other,55368
37447,2012,CO,Petroleum,11045
37448,2012,CO,Solar Thermal and Photovoltaic,165449
37449,2012,CO,Other Biomass,57722
37450,2012,CO,Wind,5968643
37451,2012,CO,Wood and Wood Derived Fuels,267
37484,2012,CT,Total,36117544
37485,2012,CT,Coal,652886
37486,2012,CT,Pumped Storage,2716
37487,2012,CT,Hydroelectric Conventional,312141
37488,2012,CT,Natural Gas,16537169
37489,2012,CT,Nuclear,17077887
37490,2012,CT,Other,756487
37491,2012,CT,Petroleum,111733
37492,2012,CT,Other Biomass,665789
37493,2012,CT,Wood and Wood Derived Fuels,736
37519,2012,DC,Total,71787
37520,2012,DC,Natural Gas,62388
37521,2012,DC,Petroleum,9399
37527,2012,DE,Total,8633694
37528,2012,DE,Coal,1422703
37529,2012,DE,Natural Gas,6814727
37530,2012,DE,Other Gases,243589
37531,2012,DE,Petroleum,21624
37532,2012,DE,Solar Thermal and Photovoltaic,22559
37533,2012,DE,Other Biomass,104854
37534,2012,DE,Wind,3638
37556,2012,FL,Total,221096136
37557,2012,FL,Coal,44286391
37558,2012,FL,Hydroelectric Conventional,150511
37559,2012,FL,Natural Gas,149699641
37560,2012,FL,Nuclear,17869935
37561,2012,FL,Other Gases,6054
37562,2012,FL,Other,3193780
37563,2012,FL,Petroleum,1366026
37564,2012,FL,Solar Thermal and Photovoltaic,193616
37565,2012,FL,Other Biomass,2272621
37566,2012,FL,Wood and Wood Derived Fuels,2057561
37602,2012,GA,Total,122306364
37603,2012,GA,Coal,40715049
37604,2012,GA,Pumped Storage,-837884
37605,2012,GA,Hydroelectric Conventional,2236300
37606,2012,GA,Natural Gas,42538601
37607,2012,GA,Nuclear,33941634
37608,2012,GA,Other,56055
37609,2012,GA,Petroleum,378072
37610,2012,GA,Solar Thermal and Photovoltaic,2921
37611,2012,GA,Other Biomass,168122
37612,2012,GA,Wood and Wood Derived Fuels,3107494
37644,2012,HI,Total,10469269
37645,2012,HI,Coal,1537340
37646,2012,HI,Geothermal,260997
37647,2012,HI,Hydroelectric Conventional,114581
37648,2012,HI,Other Gases,47036
37649,2012,HI,Other,362736
37650,2012,HI,Petroleum,7482760
37651,2012,HI,Solar Thermal and Photovoltaic,4608
37652,2012,HI,Other Biomass,280976
37653,2012,HI,Wind,378234
37654,2012,HI,Wood and Wood Derived Fuels,0
37683,2012,IA,Total,56675406
37684,2012,IA,Coal,35331351
37685,2012,IA,Hydroelectric Conventional,766191
37686,2012,IA,Natural Gas,1940886
37687,2012,IA,Nuclear,4346995
37688,2012,IA,Petroleum,106557
37689,2012,IA,Other Biomass,150934
37690,2012,IA,Wind,14032492
37716,2012,ID,Total,15499089
37717,2012,ID,Coal,76737
37718,2012,ID,Geothermal,74676
37719,2012,ID,Hydroelectric Conventional,10940405
37720,2012,ID,Natural Gas,1898167
37721,2012,ID,Other,69259
37722,2012,ID,Petroleum,19
37723,2012,ID,Other Biomass,89686
37724,2012,ID,Wind,1890559
37725,2012,ID,Wood and Wood Derived Fuels,459581
37749,2012,IL,Total,197565362
37750,2012,IL,Coal,80826778
37751,2012,IL,Hydroelectric Conventional,111208
37752,2012,IL,Natural Gas,11188975
37753,2012,IL,Nuclear,96401309
37754,2012,IL,Other Gases,293590
37755,2012,IL,Other,299461
37756,2012,IL,Petroleum,71382
37757,2012,IL,Solar Thermal and Photovoltaic,30657
37758,2012,IL,Other Biomass,615193
37759,2012,IL,Wind,7726809
37760,2012,IL,Wood and Wood Derived Fuels,0
37795,2012,IN,Total,114695729
37796,2012,IN,Coal,92461192
37797,2012,IN,Hydroelectric Conventional,433505
37798,2012,IN,Natural Gas,14470905
37799,2012,IN,Other Gases,2491425
37800,2012,IN,Other,346570
37801,2012,IN,Petroleum,945765
37802,2012,IN,Solar Thermal and Photovoltaic,171
37803,2012,IN,Other Biomass,336092
37804,2012,IN,Wind,3210104
37835,2012,KS,Total,44424691
37836,2012,KS,Coal,27982531
37837,2012,KS,Hydroelectric Conventional,10399
37838,2012,KS,Natural Gas,2859812
37839,2012,KS,Nuclear,8284924
37840,2012,KS,Petroleum,34371
37841,2012,KS,Other Biomass,57347
37842,2012,KS,Wind,5195306
37856,2012,KY,Total,89949689
37857,2012,KY,Coal,82761668
37858,2012,KY,Hydroelectric Conventional,2361782
37859,2012,KY,Natural Gas,2948662
37860,2012,KY,Other,8075
37861,2012,KY,Petroleum,1536621
37862,2012,KY,Other Biomass,96336
37863,2012,KY,Wood and Wood Derived Fuels,236543
37878,2012,LA,Total,103407706
37879,2012,LA,Coal,21421869
37880,2012,LA,Hydroelectric Conventional,679944
37881,2012,LA,Natural Gas,58563756
37882,2012,LA,Nuclear,15659132
37883,2012,LA,Other Gases,1247401
37884,2012,LA,Other,375714
37885,2012,LA,Petroleum,3029848
37886,2012,LA,Other Biomass,63762
37887,2012,LA,Wood and Wood Derived Fuels,2366281
37913,2012,MA,Total,35578421
37914,2012,MA,Coal,2136922
37915,2012,MA,Pumped Storage,-307545
37916,2012,MA,Hydroelectric Conventional,912482
37917,2012,MA,Natural Gas,24672381
37918,2012,MA,Nuclear,5859540
37919,2012,MA,Other,877309
37920,2012,MA,Petroleum,150398
37921,2012,MA,Solar Thermal and Photovoltaic,29614
37922,2012,MA,Other Biomass,1056204
37923,2012,MA,Wind,89673
37924,2012,MA,Wood and Wood Derived Fuels,101444
37958,2012,MD,Total,37809744
37959,2012,MD,Coal,16184773
37960,2012,MD,Hydroelectric Conventional,1656539
37961,2012,MD,Natural Gas,4944895
37962,2012,MD,Nuclear,13579266
37963,2012,MD,Other Gases,112314
37964,2012,MD,Other,296499
37965,2012,MD,Petroleum,137305
37966,2012,MD,Solar Thermal and Photovoltaic,22473
37967,2012,MD,Other Biomass,395039
37968,2012,MD,Wind,321687
37969,2012,MD,Wood and Wood Derived Fuels,158953
38006,2012,ME,Total,15048296
38007,2012,ME,Coal,45258
38008,2012,ME,Hydroelectric Conventional,3732604
38009,2012,ME,Natural Gas,6043695
38010,2012,ME,Other,453598
38011,2012,ME,Petroleum,107861
38012,2012,ME,Other Biomass,275864
38013,2012,ME,Wind,886918
38014,2012,ME,Wood and Wood Derived Fuels,3502497
38045,2012,MI,Total,108158050
38046,2012,MI,Coal,53136432
38047,2012,MI,Pumped Storage,-773280
38048,2012,MI,Hydroelectric Conventional,1206826
38049,2012,MI,Natural Gas,21748358
38050,2012,MI,Nuclear,28019714
38051,2012,MI,Other Gases,314755
38052,2012,MI,Other,394663
38053,2012,MI,Petroleum,325143
38054,2012,MI,Other Biomass,956227
38055,2012,MI,Wind,1131688
38056,2012,MI,Wood and Wood Derived Fuels,1697524
38103,2012,MN,Total,52754433
38104,2012,MN,Coal,22722774
38105,2012,MN,Hydroelectric Conventional,561022
38106,2012,MN,Natural Gas,7088205
38107,2012,MN,Nuclear,11943790
38108,2012,MN,Other,394369
38109,2012,MN,Petroleum,29593
38110,2012,MN,Solar Thermal and Photovoltaic,0
38111,2012,MN,Other Biomass,999217
38112,2012,MN,Wind,8176217
38113,2012,MN,Wood and Wood Derived Fuels,839246
38152,2012,MO,Total,91804321
38153,2012,MO,Coal,72775008
38154,2012,MO,Pumped Storage,33444
38155,2012,MO,Hydroelectric Conventional,714269
38156,2012,MO,Natural Gas,6167164
38157,2012,MO,Nuclear,10718329
38158,2012,MO,Other,19764
38159,2012,MO,Petroleum,77763
38160,2012,MO,Other Biomass,53801
38161,2012,MO,Wind,1244778
38162,2012,MO,Wood and Wood Derived Fuels,0
38191,2012,MS,Total,54584295
38192,2012,MS,Coal,7211973
38193,2012,MS,Natural Gas,38549893
38194,2012,MS,Nuclear,7296134
38195,2012,MS,Other,23
38196,2012,MS,Petroleum,17082
38197,2012,MS,Other Biomass,16441
38198,2012,MS,Wood and Wood Derived Fuels,1492749
38221,2012,MT,Total,27804782
38222,2012,MT,Coal,13987392
38223,2012,MT,Hydroelectric Conventional,11283465
38224,2012,MT,Natural Gas,463998
38225,2012,MT,Other Gases,14
38226,2012,MT,Other,341190
38227,2012,MT,Petroleum,466973
38228,2012,MT,Wind,1261751
38250,2012,NC,Total,116681763
38251,2012,NC,Coal,50932180
38252,2012,NC,Pumped Storage,0
38253,2012,NC,Hydroelectric Conventional,3727938
38254,2012,NC,Natural Gas,19302008
38255,2012,NC,Nuclear,39385592
38256,2012,NC,Other,451865
38257,2012,NC,Petroleum,178261
38258,2012,NC,Solar Thermal and Photovoltaic,139491
38259,2012,NC,Other Biomass,302342
38260,2012,NC,Wood and Wood Derived Fuels,2262087
38299,2012,ND,Total,36125159
38300,2012,ND,Coal,28214364
38301,2012,ND,Hydroelectric Conventional,2477230
38302,2012,ND,Natural Gas,21697
38303,2012,ND,Other Gases,34890
38304,2012,ND,Other,63771
38305,2012,ND,Petroleum,33154
38306,2012,ND,Other Biomass,5543
38307,2012,ND,Wind,5274509
38325,2012,NE,Total,34217292
38326,2012,NE,Coal,25019216
38327,2012,NE,Hydroelectric Conventional,1257054
38328,2012,NE,Natural Gas,770100
38329,2012,NE,Nuclear,5801578
38330,2012,NE,Petroleum,22583
38331,2012,NE,Other Biomass,63132
38332,2012,NE,Wind,1283629
38349,2012,NH,Total,19222319
38350,2012,NH,Coal,1267717
38351,2012,NH,Hydroelectric Conventional,1247270
38352,2012,NH,Natural Gas,7049704
38353,2012,NH,Nuclear,8189181
38354,2012,NH,Other,65512
38355,2012,NH,Petroleum,21650
38356,2012,NH,Other Biomass,137292
38357,2012,NH,Wind,208699
38358,2012,NH,Wood and Wood Derived Fuels,1035295
38384,2012,NJ,Total,65263408
38385,2012,NJ,Coal,1897475
38386,2012,NJ,Pumped Storage,-166176
38387,2012,NJ,Hydroelectric Conventional,10755
38388,2012,NJ,Natural Gas,28284904
38389,2012,NJ,Nuclear,33110224
38390,2012,NJ,Other Gases,142181
38391,2012,NJ,Other,632551
38392,2012,NJ,Petroleum,70779
38393,2012,NJ,Solar Thermal and Photovoltaic,304326
38394,2012,NJ,Other Biomass,964821
38395,2012,NJ,Wind,11568
38429,2012,NM,Total,36635909
38430,2012,NM,Coal,24994049
38431,2012,NM,Hydroelectric Conventional,222819
38432,2012,NM,Natural Gas,8799041
38433,2012,NM,Other,0
38434,2012,NM,Petroleum,46149
38435,2012,NM,Solar Thermal and Photovoltaic,333797
38436,2012,NM,Other Biomass,14266
38437,2012,NM,Wind,2225788
38459,2012,NV,Total,35173263
38460,2012,NV,Coal,4079432
38461,2012,NV,Geothermal,2347465
38462,2012,NV,Hydroelectric Conventional,2440415
38463,2012,NV,Natural Gas,25646658
38464,2012,NV,Other Gases,7324
38465,2012,NV,Other,11929
38466,2012,NV,Petroleum,18875
38467,2012,NV,Solar Thermal and Photovoltaic,473417
38468,2012,NV,Other Biomass,18961
38469,2012,NV,Wind,128788
38470,2012,NV,Wood and Wood Derived Fuels,0
38497,2012,NY,Total,135768244
38498,2012,NY,Coal,4551039
38499,2012,NY,Pumped Storage,-412945
38500,2012,NY,Hydroelectric Conventional,24652491
38501,2012,NY,Natural Gas,59462256
38502,2012,NY,Nuclear,40774560
38503,2012,NY,Other,968133
38504,2012,NY,Petroleum,580284
38505,2012,NY,Solar Thermal and Photovoltaic,52713
38506,2012,NY,Other Biomass,1660351
38507,2012,NY,Wind,2991577
38508,2012,NY,Wood and Wood Derived Fuels,487784
38547,2012,OH,Total,129745731
38548,2012,OH,Coal,85588636
38549,2012,OH,Hydroelectric Conventional,414161
38550,2012,OH,Natural Gas,22665385
38551,2012,OH,Nuclear,17086998
38552,2012,OH,Other Gases,958869
38553,2012,OH,Other,11928
38554,2012,OH,Petroleum,1281132
38555,2012,OH,Solar Thermal and Photovoltaic,36637
38556,2012,OH,Other Biomass,365613
38557,2012,OH,Wind,985485
38558,2012,OH,Wood and Wood Derived Fuels,350888
38594,2012,OK,Total,77896588
38595,2012,OK,Coal,29301758
38596,2012,OK,Pumped Storage,-116710
38597,2012,OK,Hydroelectric Conventional,1145514
38598,2012,OK,Natural Gas,39024300
38599,2012,OK,Other,10058
38600,2012,OK,Petroleum,10944
38601,2012,OK,Other Biomass,94122
38602,2012,OK,Wind,8157585
38603,2012,OK,Wood and Wood Derived Fuels,269016
38629,2012,OR,Total,60932730
38630,2012,OR,Coal,2634335
38631,2012,OR,Geothermal,25651
